recordid,forminserted,formupdated,inspector,reportdate,reservation,sitelocation,facility,locationinfonumber,locationtype,itemlocation,latitude,longitude,deficiency,recommendation,additionalnotes,level,image1,image2,image3,completed
130,8/23/16 11:45,9/19/16 19:12,Kelly B. Coffman,9/1/16 0:00,North Chagrin Reservation,Manakiki Golf Course,Manakiki Golf Course Clubhouse,1,Parking,Upper and Lower Parking areas,41.599298,-81.431766,"256 total spots, 9 accessible spots total incl one van spot; all signs low; upper lot ADA spot slopes exceed 3%; lower spots slopes max 2.7% in a few areas","Change one std spot to van spot in lower lot and add sign; raise all signs to 60""; rework pavement slopes at upper lot spots to 2% max all directions; rework pavement at ADA spots to 2% max all direction ",,Moderate,,,,TRUE
130,8/23/16 11:45,9/19/16 19:12,Kelly B. Coffman,9/1/16 0:00,North Chagrin Reservation,Manakiki Golf Course,Manakiki Golf Course Clubhouse,8,Bathroom,Ballroom Men's Room,41.598576,-81.431632,"Non-compliant signage; Sidebar 52""; hinges on stall backwards and opens vs. closes; door pressure 10#; paper towel dispenser protrudes 8""; soap dispensers beyond reach range","Add compliant sign next to door; Replace with 54"" side bar; reverse stall hinges to auto close; adjust entry door to operate @ 5# pressure and oil; add trash can beneath paper towel dispenser; relocate soap dispensers",,Minor,,,,TRUE
130,8/23/16 11:45,9/19/16 19:12,Kelly B. Coffman,9/1/16 0:00,North Chagrin Reservation,Manakiki Golf Course,Manakiki Golf Course Clubhouse,12,Bathroom,Upper Level Women's Room,41.598564,-81.431801,Faucet shuts off @ 6 seconds; non-compliant sign; changing table does not have knee clearance; stall door closers installed backwards; soap dispensers beyond reach range; side grab bar too short ,"Adjust faucet to 10 seconds; add compliant sign to side of door; shift changing table to edge of alcove to achieve knee space beneath;  adjust closers; adjust soap dispenser; replace with 54"" grab bar",,Moderate,,,,TRUE
130,8/23/16 11:45,9/19/16 19:12,Kelly B. Coffman,9/1/16 0:00,North Chagrin Reservation,Manakiki Golf Course,Manakiki Golf Course Clubhouse,14,Bathroom,Women's Locker Room,41.598403,-81.431887,"31.5 aisle to access shower; 18"" high x 36"" wide seat; 52"" hook; stall is 36.5"" x 54""; lounge lacks clear floor space; Thermostat and dryer 67"" high; restroom sign is on door;",X,,Unassigned,,,,FALSE
132,8/23/16 12:59,9/29/16 7:30,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,Settlers Bluff Picnic Area,Settlers Bluff Shelterhouse,1,Parking,Settlers Bluff Parking Lot,41.437253,-81.657523,"One space is only 80"" and the second is just under 96""(502.2, 502.3); no Van signage on second space(502.6); one sign that is there is too low at 43""(502.6); grade in spaces and aisle exceeds at up to 3% in a few locations(502.4)",Re-stripe to allow for proper space width; add a Van sign; raise sign; re-grade spaces at paving time,"32 total spaces, 2 are labeled accessible.",Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_197.jpg,,,FALSE
133,8/23/16 13:26,9/29/16 7:45,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,Settlers Bluff Picnic Area,Settlers Bluff Restrooms,3,Bathroom,Men's restroom,41.436167,-81.657576,"No accessible signage (703); door sticks when opening (309.4); pipes below lavatory not insulated(606.5); toilet stall door not self closing(604.9) ; toilet distance too far at 20""(604.2); stall has baby changing station that does not have clear floor space(305.3);",Add signage; adjust opening; insulate pipes; adjust door closer; adjust distance; relocate changing table,There is a playground nearby.,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_203.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_204.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_205.jpg,FALSE
133,8/23/16 13:26,9/29/16 7:45,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,Settlers Bluff Picnic Area,Settlers Bluff Restrooms,4,Bathroom,Women's restroom,41.436167,-81.657574,"No accessible signage(703); No knee clearance for lavatory(306.3); pipes are not insulated (606.5); toilet stall does not self close (604.9); toilet distance too far at 19"" (604.2); side wall grab bar not far enough from rear wall at 52""(604.5.1); baby changing table does not have clear floor space inside stall (305.3)",Replace signage; replace lavatory; insulate pipes; adjust stall door; adjust distance; adjust grab bar; relocate baby table,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_206.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_207.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_208.jpg,FALSE
135,8/23/16 13:54,9/29/16 7:51,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,Morgans Hollow Picnic Area,Morgans Hollow Reserved Picnic Shelter,1,Parking,Parking lot by Morgans hollow,41.433565,-81.658687,"Both spaces are 108"" and access aisle is 60""(502.2), not large enough for a Van space (502.2,; only one sign in center of two space(502.6)",Re-stripe to allow for a Van space; move first sign and add second,"31 total spaces, 2 are labeled accessible.",Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_209.jpg,,,FALSE
137,8/23/16 14:10,9/29/16 7:55,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,Morgans Hollow Picnic Area,Morgans Hollow Romtec Restrooms,2,Bathroom,Women's bathroom,41.43375,-81.658692,"Signage not accessible (703); rear grab bar not far enough off side wall because of vent location (604.5.2); change in level at concrete pad too high at 1"" (303.2)",Replace signage; adjust bar location to extend beyond vent; fill level,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_217.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_218.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_219.jpg,FALSE
137,8/23/16 14:10,9/29/16 7:55,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,Morgans Hollow Picnic Area,Morgans Hollow Romtec Restrooms,3,Bathroom,Men's bathroom,41.433734,-81.65866,"No accessible signage(703); grab bar too high at 37"" and does not extend far enough past toilet due to vent location(604.5)",Add signage; lower and extend grab bar,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_220.jpg,,,FALSE
138,8/23/16 14:29,9/29/16 11:53,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,CanalWay Visitor Center,Leonard Krieger CanalWay Visitor Center,4,Bathroom,Women's restroom outside center,41.430505,-81.662495,"Signage not accessible (703); rear grab bar not long enough (604.5.2): sink too low (306.3.4); side grab bar does not extend 54"" from back wall(604.5.1); lavatory at 27"" height is only 2"" deep(306.3.3); door pressure is too hard at 12lbs(309.4)",Replace signage; move sink so bar can be repositioned; shift side grab bar out; replace lavatory with one that has knee clearance; adjust door pressure gauge;,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_273.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_274.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_275.jpg,FALSE
138,8/23/16 14:29,9/29/16 11:53,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,CanalWay Visitor Center,Leonard Krieger CanalWay Visitor Center,6,Bathroom,Men's restroom outside center,41.430489,-81.662568,Signage not accessible(703); door pressure too strong at 8 lbs (309.4); rear grab bar not centered because of sink obstruction (604.5.2); no knee clearance under sink(306.3.3); side wall grab bar not centered correctly(604.5.1),Add accessible signage; adjust door pressure; move rear grab bar/sink; replace sink with one that has knee clearance; shift side grab bar,Consider renovating existing bathroom facilities,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_277.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_278.jpg,,FALSE
138,8/23/16 14:29,9/29/16 11:53,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,CanalWay Visitor Center,Leonard Krieger CanalWay Visitor Center,11,Bathroom,Women's restroom inside center,41.430553,-81.662605,"Signage not accessible(703); Door pressure too hard at 12lbs (309.4); lavatories do not have knee clearance (306.3.3); soap dispensers are obstructed and too high at 46"" (308.2.2); no clear floor space around baby changing table (305.3); stall door does not self close all the way (604.9); stall is only 56"" deep but floor mounted (604.3); toilet is 20"" off side wall (604.4); side grab bar only extends 49"" from rear wall (604.5); seat cover dispenser too high at 56"" (308.2.1);",Add accessible signage; Adjust door pressure; lower dispenser; relocate changing table; adjust door closer; expand stall; shift toilet; extend grab bar; lower seat cover dispenser,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_286.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_287.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_288.jpg,FALSE
138,8/23/16 14:29,9/29/16 11:53,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,CanalWay Visitor Center,Leonard Krieger CanalWay Visitor Center,12,Bathroom,Men's restroom inside center,41.430593,-81.662613,"No accessible signage(703); door pressure to hard at 12lbs(308); no knee clearance under lavatories(606); stall door does not self close all the way(604.9); seat cover dispenser too high at 56""(604.7); toilet too far off side wall at 20""(604.2); soap dispensers too high at 46"" b/c obstructed (308.2.2); urinal clear floor space intersects with entry , sink space (305); baby changing table clear floor space intersects with door way space(305)",Add signage; adjust door opening; provide accessible sink; adjust door closer or provide self closing door; lower dispenser; relocate toilet; remove urinal; relocate/remove baby changing table,Consider renovating existing bathroom facilities,Serious,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_289.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_292.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_291.jpg,FALSE
138,8/23/16 14:29,9/29/16 11:53,Tammy M. Oliver,8/23/16 0:00,Ohio & Erie Canal Reservation,CanalWay Visitor Center,Leonard Krieger CanalWay Visitor Center,17,Other,Turning basin classroom/theater room,41.430633,-81.662726,"Doors do have handles (309.4); room does not have signage(703); protruding object/vertical clearance issue to right of door by thermostat(302.3, 303.2); single door opening pressure too high at 10lbs(309.4)",Add handles; add signage; remove protrusion; adjust door pressure,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_326.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_329.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_328.jpg,FALSE
139,8/23/16 14:43,9/28/16 11:04,Sean E. McDermott,8/23/16 0:00,Rocky River Reservation,Scenic Park,Emerald Necklace Marina,3,Parking,Emerald Necklace Marina Parking Lot - East Side,41.480833,-81.830823,Accessible route to building traverses deteriorated asphalt drive to marina dry stack (402); Missing van accessible parking sign (502.6); transition from asphalt parking spaces to concrete sidewalk is beginning to deteriorate and settle resulting in small areas of slope (303.2),Build concrete crosswalk over drive to marina dry stack;  install van accessible parking sign on southern spot of the four clustered ADA spaces; when parking lot is repaved address transitions,"Parking for marina (and clubhouse) consists of four areas, an inner circle, outer circle split into two (2) sections, and a separate southern area.  The southern area can be viewed as overflow parking and serves an APT which bisects the circle parking area from the southern parking area.",Moderate,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_251.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_252.jpg,,FALSE
139,8/23/16 14:43,9/28/16 11:04,Sean E. McDermott,8/23/16 0:00,Rocky River Reservation,Scenic Park,Emerald Necklace Marina,5,Parking,Emerald Necklace Marina - Western ADA spaces,41.480736,-81.831638,Van accessible signs missing (502.6),Install van accessible signage,"Parking spaces also serve the APT network and fishing area, outdoor developed areas",Moderate,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_255.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_256.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_257.jpg,FALSE
147,9/8/16 16:09,9/12/16 11:05,Tammy M. Oliver,9/8/16 0:00,Washington Reservation,Washington Park,Washington Learning Center,7,Parking,"Parking lot associated with range, center and canopies ",41.4538,-81.663472,No sign posts; parking space and access aisle cross slope exceeds at up to 3%; label one space as Van accessible; ,"Add signs on posts at 60"" aff; re-grade slope; add Van signage; ","54 total spaces, three are labeled accessible. Striping is hard to see, would recommend re-striping.",Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_345.jpg,,,FALSE
140,8/24/16 14:33,8/31/16 10:37,Jesse E. Schook,8/24/16 0:00,Lakefront Reservation,Edgewater Park,Upper Edgewater Shelter,5,Parking,Accessible Parking,41.486053,-81.746875,No van accessible parking or signage 502,Restripe to create van accessible access aisle and add van accessible signage per 502.6,,Minor,,,,FALSE
141,8/24/16 17:10,8/31/16 10:23,Jesse E. Schook,8/24/16 0:00,Lakefront Reservation,Edgewater Park,Upper Edgewater Restroom and Maintenance Building,5,Bathroom,Bathroom Signage,41.486061,-81.746886,"Signage does not have braille 703.3; signage not located on latch side of the door per 703,4,2",Add new sign on latch side of the door with braille and mounted 48-60 AFF,,Minor,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_0256-1.JPG,,,FALSE
142,8/25/16 10:04,9/29/16 7:21,Tammy M. Oliver,8/25/16 0:00,Ohio & Erie Canal Reservation,Towpath Fishing Area,Towpath Romtec Restrooms,1,Bathroom,Men's Romtec near towpath finishing area,41.432211,-81.671091,"No accessible signage(703); grab bars mounted slightly too high at 36.5""(604.5); toilet stall shaped to prevent clear floor space(604.8.1.1); vertical clearance outside of restroom too low at 76""(307.4); door pressure too hard at 8lbs(309.4)",Replace signage; lower grab bars; reconfigure or replace stall; replace Romtec with compliant facility; adjust door pressure,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_262.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_263.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_264.jpg,FALSE
142,8/25/16 10:04,9/29/16 7:21,Tammy M. Oliver,8/25/16 0:00,Ohio & Erie Canal Reservation,Towpath Fishing Area,Towpath Romtec Restrooms,2,Bathroom,Women's restroom near fishing area,41.432238,-81.671076,"Door pressure too hard at 10lbs(309.4); no accessible signage(703); vertical clearance too low at 76""(307.4); no clear floor space inside stall (604.8.1.1); grab bars mounted too high at 37""(604.5)",Adjust door pressure; replace signage; replace entire facility; reconfigure or replace; lower grab bars,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_266.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_267.jpg,,FALSE
144,8/25/16 14:52,9/27/16 11:43,Sean E. McDermott,8/25/16 0:00,Rocky River Reservation,Little Met Golf Course,Little Met Golf Course Clubhouse,14,Bathroom,Mens Restroom,41.44957,-81.827749,"Missing ADA compliant signage (703); Light switch is too high at 53"" AFF (308.2.1); Insufficient knee clearance to lavatory (306.3); No pipe insulation (606.5); Hand drier at 57"" AFF (308.2.1); Urinal rim too high - 23"" (605.2); ADA stall compartment size way too small and only one grab bar (604)",Install ADA compliant signage; Move light switch or convert to employee operated (or locked or sensor); Replace lavatory; Insulate pipes; Lower/relocate or remove hand drier; Lower/relocate urinal; Reconfigure bathroom to allow for proper ADA stall size,May want to consider converting both restrooms to single stall unisex.  May be the best economic option to meet standards.,Serious,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_411.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_412.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_413.jpg,FALSE
144,8/25/16 14:52,9/27/16 11:43,Sean E. McDermott,8/25/16 0:00,Rocky River Reservation,Little Met Golf Course,Little Met Golf Course Clubhouse,15,Bathroom,Womens Restroom,41.449582,-81.827711,"No ADA signage present (703); Light switch too high 53"" AFF (308.2.1); Hand drier too high at 56"" AFF (308.2.1); Lavatory pipe not insulated (306.5); Trash can too large for space and blocking required clear floor space of hand drier (305.3); ADA stall way too small, only 36"" wide, and only one grab bar (604)",Install ADA compliant signage; Lower light switch or replace with motion sensor or employee lockable; Lower or remove hand drier; Insulate lavotory pipe; Replace with a rectangular (smaller) trash can; Reconfigure restroom to allow for ADA compliant stall,"Consider modifying both restrooms to be single stall unisex, each with an ADA stall.",Serious,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_414.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_415.jpg,,FALSE
145,8/31/16 11:25,8/31/16 14:31,Jesse E. Schook,8/31/16 0:00,Lakefront Reservation,Edgewater Park,Edgewater Fishing Pier Concession Building,1,Parking,Parking,41.492233,-81.735964,No van accessible signs provided (502.6); accessible parking spaces have slopes which exceed 2% (502.4),Add van accessible signs; regrade accessible parking,256 spaces 5 of which are ADA,Unassigned,,,,FALSE
145,8/31/16 11:25,8/31/16 14:31,Jesse E. Schook,8/31/16 0:00,Lakefront Reservation,Edgewater Park,Edgewater Fishing Pier Concession Building,2,Bathroom,Mens and Womens Restroom,41.492201,-81.735964,"No braille signage provided and not located on the latch side of the door (703); faucet knobs require grasping and twisting (309.4) and water flow is not continuous for 10 seconds (606.4); no knee protection under sink (606.5); toilet compartments are only 42"" wide (604.3.1); side grab bar is only 36"" long (604.5.1); push button flush controls exceeds 36"" AFF and requires more than 5lbs of pressure to operate (309.4); toilet is too tall at 22"" (604.4) and too far away from the wall at 21"" (604.2); no accessible urinal provided (605.2)","Provide additional signage on the latch side of the door with braille mounted 48""-60"" AFF; Replace faucets with controls that don't require tight grasping and are metered to exceed 10 seconds; add knee protection to exposed sink pipes: enlarge toilet compartment and adjust toilet location and height; provide pressure assist flush controls; lower one of the urinals to 17"" AFF",This restroom facility is highly inaccessible.  Recommend major renovation rather than piecemeal fixes.,Serious,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_0244-1.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_0240-1.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_0239-1.JPG,FALSE
147,9/8/16 16:09,9/12/16 11:05,Tammy M. Oliver,9/8/16 0:00,Washington Reservation,Washington Park,Washington Learning Center,2,Bathroom,Women's restroom near pro-shop,41.453993,-81.662769,"No accessible signage; stall door does not self-close; coat hook too high at 54""; grab bars too high at 36.5""; entry door pressure too firm at 10lba",Add signage; adjust door closer; lower coat hook; adjust grab bars; adjust entry door pressure,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_332.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_333.jpg,,FALSE
147,9/8/16 16:09,9/12/16 11:05,Tammy M. Oliver,9/8/16 0:00,Washington Reservation,Washington Park,Washington Learning Center,3,Bathroom,Men's bathroom near pro-shop,41.453965,-81.662731,"No accessible signage; door pressure too firm at 10lbs; coat hook too high at 53""",Add signage; adjust door closer; lower coat hook,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_334.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_335.jpg,,FALSE
147,9/8/16 16:09,9/12/16 11:05,Tammy M. Oliver,9/8/16 0:00,Washington Reservation,Washington Park,Washington Learning Center,4,Bathroom,Men's restroom near first tee reception,41.453913,-81.662683,"Door pressure too firm at 8lbs; no accessible signage; grab bars too high at 39""; toilet mounted too low at 16""; urinal does not have accessible clear floor space; coat hook too high at 60""; ",Adjust door pressure; add signage; lower grab bars; adjust toilet height; consider adjusting urinal location;,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_336.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_337.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_338.jpg,FALSE
147,9/8/16 16:09,9/12/16 11:05,Tammy M. Oliver,9/8/16 0:00,Washington Reservation,Washington Park,Washington Learning Center,5,Bathroom,Women's restroom near first tee reception,41.453913,-81.662681,"No accessible signage; door pressure too firm at 8lbs; grab bars too high at 39""; toilet too low at 16""; coat hook too high at 62""; ;",Add signage; adjust door pressure; lower grab bars; adjust toilet height; lower coat hook; ,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_340.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_341.jpg,,FALSE
147,9/8/16 16:09,9/12/16 11:05,Tammy M. Oliver,9/8/16 0:00,Washington Reservation,Washington Park,Washington Learning Center,6,Other,Nutritional center room,41.453901,-81.662745,"No accessible room signage; kitchen counters too high at 36""; sink too high at 36""; oven is not accessible; microwave out of reach range; various counter top appliances out of reach range;  ",Add signage; add accessible counters; add accessible sink; provide accessible oven; relocate microwave; relocate appliances; ,"Kitchen is used for training classes to learn nutrition, teamwork.  Staff has an attendant throughout the class. ",Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_342.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_343.jpg,,FALSE
150,9/12/16 11:37,9/12/16 11:37,Tammy M. Oliver,9/12/16 0:00,Washington Reservation,Washington Park,Washington Teaching Pavilion,1,Other,Teaching pavilion and access route,41.453355,-81.662894,Plaza has excessive slope at 4.5% in various locations; no aligned companion seating by benches; access path cross slope exceeds at 3.5%; ,Revise layout for plaza; provide companion seating; re-grade route; ,,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_353.jpg,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_354.jpg,,FALSE
152,9/12/16 12:20,9/12/16 12:20,Tammy M. Oliver,9/12/16 0:00,Washington Reservation,Washington Park,Arborview Reserved Picnic Shelter,1,Parking,Arbor view parking lot,41.454375,-81.658901,"Missing 2 signs, no Van sign; running slope exceeds at up to 4.5%;","Add 2 signs, raise all to correct height, set each in front of a space; re-grade lot",62 spaces total. 4 are labeled accessible;,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_355.jpg,,,FALSE
154,9/12/16 14:08,9/26/16 11:56,Sean E. McDermott,9/12/16 0:00,Rocky River Reservation,Little Met Golf Course,Rain Shelter near No 6 Green,1,Bathroom,Port-o-potties,41.445799,-81.829704,"Single port-o-potty is signed as a ""restroom"",  not ADA compliant (604.3.1)",Consider providing ADA compliant port-o-potty or note that ADA restroom is at clubhouse,,Minor,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_383.jpg,,https://my.cmparks.net/IntranetPortal/media/ADAImages/image_419.jpg,FALSE
155,9/12/16 16:37,9/28/16 13:43,Sean E. McDermott,9/12/16 0:00,Rocky River Reservation,Mastick Woods Golf Course,Mastick Woods Golf Course Clubhouse,10,Parking,Accessible Spaces on North Side of Lot,41.438186,-81.843075,No signage present at both spaces (502.6); Both spaces and access aisle have cross slopes up to 3.5% (502.4),"Install signage, either or both can accomodate a van space; Regrade spaces and access aisle",,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4193.JPG,,,FALSE
155,9/12/16 16:37,9/28/16 13:43,Sean E. McDermott,9/12/16 0:00,Rocky River Reservation,Mastick Woods Golf Course,Mastick Woods Golf Course Clubhouse,11,Other,Accessible Spaces on South Side of Lot,41.43809,-81.84293,"East space's sign too low at 58"" aff (502.6); East space and access aisle have running slope up to 4% (502.4)","Raise sign to min 60"" aff; When lot is resurfaced, make sure slopes are brought into compliance",,Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4192.JPG,,,FALSE
155,9/12/16 16:37,9/28/16 13:43,Sean E. McDermott,9/12/16 0:00,Rocky River Reservation,Mastick Woods Golf Course,Mastick Woods Golf Course Clubhouse,19,Bathroom,Men's Restroom,41.438198,-81.844014,"Signage incorrect and installed on door (703); Entrance threshold of 3"" (404.2.5); Door clear width only 27"" (404.2.3); Maze of partitioned walls with openings as little as 25"" do not give clear width or turning space to any restroom amenities (403.5.1); Sinks do not have knee clearance (306.3); Sinks have bad controls (309.4); Mirrors mounted too high 48"" aff; Paper towels out of reach range at 52"" aff; Neither stall is accessible (604); Urinal rim is 24"" aff (605.2); No clear space for urinal (305.3)","Replace signage; Develop appropriate entry into restroom; Widen door's clear width to minimum 32""; Renovate bathroom without narrow, partitioned paths; Replace sinks and mount with proper knee clearance; Make sure controls on new sinks operable with closed fist; bottom edge of mirror no higher than 40"" aff; Lower paper towel dispenser into reach range; Renovate restroom to have an accessible stall; Replace urinal; Renovate bathroom to give clear space in front of urinal","Facility was raised to cope with flooding in the area, resulted in 3"" threshold at restroom entrance",Unassigned,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4211.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4215.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4217.JPG,FALSE
155,9/12/16 16:37,9/28/16 13:43,Sean E. McDermott,9/12/16 0:00,Rocky River Reservation,Mastick Woods Golf Course,Mastick Woods Golf Course Clubhouse,20,Bathroom,Women's Restroom,41.43819,-81.844025,"Signage incorrect and installed on door (703); Entrance threshold of 4"" (404.2.5); Door clear width only 27"" (404.2.3); Maze of partitioned walls with openings as little as 25"" do not give clear width or turning space to any restroom amenities (403.5.1); Sinks do not have knee clearance (306.3); Sinks have bad controls (309.4); Mirrors mounted too high 48"" aff; Paper towels out of reach range at 52"" aff; Neither stall is accessible (604)","Replace signage; Develop appropriate entry into restroom; Widen door's clear width to minimum 32""; Renovate bathroom without narrow, partitioned paths; Replace sinks and mount with proper knee clearance; Make sure controls on new sinks operable with closed fist; bottom edge of mirror no higher than 40"" aff; Lower paper towel dispenser into reach range; Renovate restroom to have an accessible stall",,Critical,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4223.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4226.JPG,https://my.cmparks.net/IntranetPortal/media/ADAImages/IMG_4227.JPG,FALSE
157,9/16/16 13:29,9/26/16 15:41,Kelly B. Coffman,9/16/16 0:00,Big Creek Reservation,Memphis Picnic Area,Memphis Reserved Picnic Shelter,1,Parking,Rear Parking lot,41.443788,-81.755683,"33 spaces, 3 ADA no van space; no van sign (502.2) & all signs low (502.6); drinking fountain no standing ht spigot (602.7); drinking fountain pad too small (602.2) and drain is trip hazard (303)","Restripe west side for 2-8"" spots and 8' aisle, remove parking blocks at N edge; add van sign and raise all to 60""; replace drinking fountain or add higher bowl; add compliant pad",Route to shelter fine,Moderate,,,,TRUE
158,9/16/16 14:01,9/26/16 15:28,Kelly B. Coffman,9/16/16 0:00,Big Creek Reservation,Memphis Picnic Area,Memphis Picnic Shelter,1,Parking,Parking and access routes,41.442003,-81.755474,"31 spaces with 2 ADA no van (502.2),, low signs (502.6); access route to restroom cross slope 2.3% in area (403.3); no paved route to kiosk (302, 403); path to shelter has uneven surface; drinking fountain no standing ht fixture (602.7)","Raise signs to 60"" and designate end ADA space for van; fix cross slope when path is repave day; add paved path to kiosk; replace path with scheduled maintenance; add standing height or replace unit",,Minor,,,,TRUE
160,9/19/16 15:40,9/26/16 15:07,Kelly B. Coffman,9/19/16 0:00,Big Creek Reservation,Lower Fern Hill,Lower Fern Hill CXT Restrooms,2,Parking,CXT Parking and Bridge/Ford Parking,41.413711,-81.754184,"Lot near CXT has aisle but no designated spaces (502.2, 502.6); lot near bridge lacks aisle and van signage (502.2, 502.6)","Designate van parking adjacent to striped aisle near CXT and add sign; stripe an 8' wide aisle at ADA spot near bridge and add van sign at 60"" height",,Moderate,,,,TRUE
161,9/19/16 16:26,9/26/16 15:01,Kelly B. Coffman,9/19/16 0:00,Big Creek Reservation,Upper Fern Hill Picnic Area,Upper Fern Hill Picnic Shelter,1,Parking,Upper lot and access route,41.41262,-81.753074,"7 spaces incl ADA but no aisle and no van (502.2); low sign (502.6); access route running slope up to 6.3%, some at 5.1% (403.3)","Add 8' aisle and stripe; add sign for van parking at 60"" height; add asphalt to reduce running slope to 5% or less and maintain less than 2% cross slope, backfill to avoid drop off at edge of pavement",,Moderate,,,,TRUE
